train_loss,train_acc,test_loss,test_acc
0.43192727770000594,0.7944647429059128,0.3785873364070461,0.8267045454545474
0.3900468790037739,0.8165337636014524,0.3307334849665776,0.8547935339308601
0.365385944748996,0.8303952421591696,0.34433189836281825,0.8458506722151091
0.3418326781633851,0.843563313420104,0.32138751206797916,0.8597951344430245
