train_loss,train_acc,test_loss,test_acc
0.4320657959576606,0.7942352815699563,0.35405060896794177,0.8450495841330794
0.39194852500715316,0.8144264611774558,0.33435186100212044,0.8539267434421002
0.36653100948863493,0.829371533703054,0.33116345042249523,0.8548664427383249
0.342702728066809,0.8428367640784792,0.3221463412427776,0.8595849328214986
